product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2
P0258,S0001,2017-01-24,1.0,6.02,7.0,6.5,PR14,,PR03,,,
P0260,S0001,2017-01-24,0.0,0.0,13.0,17.4,PR14,,PR03,,,
P0261,S0001,2017-01-24,0.0,0.0,48.0,4.75,PR14,,PR03,,,
P0263,S0001,2017-01-24,0.0,0.0,10.0,16.95,PR14,,PR03,,,
P0264,S0001,2017-01-24,0.0,0.0,11.0,8.9,PR14,,PR03,,,
P0267,S0001,2017-01-24,0.0,0.0,17.0,4.0,PR14,,PR03,,,
P0275,S0001,2017-01-24,0.0,0.0,66.0,2.45,PR14,,PR03,,,
P0279,S0001,2017-01-24,1.0,15.97,0.0,17.25,PR14,,PR03,,,
P0280,S0001,2017-01-24,0.0,0.0,19.0,5.99,PR14,,PR03,,,
P0282,S0001,2017-01-24,0.0,0.0,5.0,1.9,PR06,high,PR03,,,
P0283,S0001,2017-01-24,0.0,0.0,6.0,21.5,PR14,,PR03,,,
P0286,S0001,2017-01-24,0.0,0.0,18.0,1.0,PR14,,PR03,,,
P0287,S0001,2017-01-24,0.0,0.0,3.0,7.95,PR14,,PR03,,,
P0296,S0001,2017-01-24,0.0,0.0,24.0,0.75,PR14,,PR03,,,
P0297,S0001,2017-01-24,0.0,0.0,5.0,14.95,PR14,,PR03,,,
P0311,S0001,2017-01-24,4.0,4.0,0.0,1.0,PR14,,PR03,,,
P0312,S0001,2017-01-24,0.0,0.0,16.0,12.9,PR14,,PR03,,,
P0321,S0001,2017-01-24,0.0,0.0,6.0,9.9,PR05,moderate,PR03,,,
P0325,S0001,2017-01-24,0.0,0.0,51.0,8.45,PR14,,PR03,,,
P0327,S0001,2017-01-24,0.0,0.0,12.0,2.95,PR14,,PR03,,,
P0328,S0001,2017-01-24,1.0,10.17,1.0,12.0,PR14,,PR03,,,
P0332,S0001,2017-01-24,0.0,0.0,9.0,37.9,PR14,,PR03,,,
P0333,S0001,2017-01-24,1.0,1.71,9.0,1.85,PR14,,PR03,,,
P0336,S0001,2017-01-24,0.0,0.0,3.0,20.9,PR14,,PR03,,,
P0340,S0001,2017-01-24,0.0,0.0,1.0,34.9,PR14,,PR03,,,
P0341,S0001,2017-01-24,0.0,0.0,24.0,34.95,PR09,high,PR03,,,
P0345,S0001,2017-01-24,0.0,0.0,13.0,3.15,PR14,,PR03,,,
P0348,S0001,2017-01-24,0.0,0.0,20.0,2.1,PR14,,PR03,,,
P0351,S0001,2017-01-24,0.0,0.0,12.0,53.9,PR14,,PR03,,,
P0356,S0001,2017-01-24,0.0,0.0,19.0,2.5,PR14,,PR03,,,
P0361,S0001,2017-01-24,0.0,0.0,2.0,9.95,PR14,,PR03,,,
P0364,S0001,2017-01-24,0.0,0.0,29.0,1.0,PR14,,PR03,,,
P0369,S0001,2017-01-24,0.0,0.0,4.0,19.95,PR14,,PR03,,,
P0370,S0001,2017-01-24,0.0,0.0,13.0,4.75,PR14,,PR03,,,
P0372,S0001,2017-01-24,0.0,0.0,46.0,2.9,PR14,,PR03,,,
P0376,S0001,2017-01-24,0.0,0.0,13.0,4.5,PR14,,PR03,,,
P0377,S0001,2017-01-24,0.0,0.0,2.0,9.0,PR14,,PR03,,,
P0382,S0001,2017-01-24,0.0,0.0,5.0,18.95,PR14,,PR03,,,
P0389,S0001,2017-01-24,0.0,0.0,8.0,8.65,PR14,,PR03,,,
P0390,S0001,2017-01-24,0.0,0.0,3.0,11.9,PR14,,PR03,,,
P0399,S0001,2017-01-24,0.0,0.0,12.0,4.5,PR14,,PR03,,,
P0400,S0001,2017-01-24,0.0,0.0,4.0,7.5,PR14,,PR03,,,
P0402,S0001,2017-01-24,0.0,0.0,4.0,7.75,PR14,,PR03,,,
P0406,S0001,2017-01-24,0.0,0.0,24.0,9.95,PR14,,PR03,,,
P0408,S0001,2017-01-24,0.0,0.0,6.0,29.9,PR14,,PR03,,,
P0412,S0001,2017-01-24,0.0,0.0,7.0,6.95,PR14,,PR03,,,
P0413,S0001,2017-01-24,8.19,21.16,0.035,2.79,PR14,,PR03,,,
P0415,S0001,2017-01-24,0.0,0.0,4.0,5.75,PR14,,PR03,,,
P0417,S0001,2017-01-24,0.0,0.0,18.0,6.9,PR14,,PR03,,,
P0420,S0001,2017-01-24,0.0,0.0,266.0,0.6,PR10,verylow,PR03,,,
P0425,S0001,2017-01-24,0.0,0.0,17.0,4.5,PR14,,PR03,,,
P0427,S0001,2017-01-24,0.0,0.0,26.0,2.19,PR14,,PR03,,,
P0435,S0001,2017-01-24,0.0,0.0,3.0,25.5,PR14,,PR03,,,
P0436,S0001,2017-01-24,1.0,2.78,44.0,3.0,PR14,,PR03,,,
P0437,S0001,2017-01-24,0.0,0.0,11.0,10.9,PR14,,PR03,,,
P0438,S0001,2017-01-24,9.0,2.08,67.0,0.25,PR14,,PR03,,,
P0448,S0001,2017-01-24,0.0,0.0,13.0,3.45,PR14,,PR03,,,
P0453,S0001,2017-01-24,0.0,0.0,61.0,5.25,PR14,,PR03,,,
P0454,S0001,2017-01-24,0.0,0.0,10.0,2.1,PR14,,PR03,,,
P0456,S0001,2017-01-24,0.0,0.0,5.0,31.9,PR14,,PR03,,,
P0458,S0001,2017-01-24,0.0,0.0,118.0,4.25,PR05,moderate,PR03,,,
P0459,S0001,2017-01-24,0.0,0.0,43.0,3.15,PR14,,PR03,,,
P0466,S0001,2017-01-24,0.0,0.0,6.0,6.95,PR14,,PR03,,,
P0470,S0001,2017-01-24,0.0,0.0,6.0,17.9,PR14,,PR03,,,
P0473,S0001,2017-01-24,0.0,0.0,4.0,29.9,PR05,verylow,PR03,,,
P0481,S0001,2017-01-24,0.0,0.0,7.0,5.9,PR14,,PR03,,,
P0483,S0001,2017-01-24,0.0,0.0,1.0,10.0,PR14,,PR03,,,
P0485,S0001,2017-01-24,0.0,0.0,10.0,8.9,PR14,,PR03,,,
P0490,S0001,2017-01-24,0.0,0.0,6.0,52.9,PR05,low,PR03,,,
P0491,S0001,2017-01-24,0.0,0.0,5.0,24.5,PR14,,PR03,,,
P0499,S0001,2017-01-24,0.0,0.0,51.0,0.75,PR14,,PR03,,,
P0500,S0001,2017-01-24,0.0,0.0,88.0,5.95,PR10,moderate,PR03,,,
P0504,S0001,2017-01-24,0.0,0.0,6.0,14.9,PR14,,PR03,,,
P0506,S0001,2017-01-24,0.0,0.0,10.0,6.5,PR14,,PR03,,,
P0510,S0001,2017-01-24,0.0,0.0,12.0,20.5,PR14,,PR03,,,
P0511,S0001,2017-01-24,0.0,0.0,9.0,31.25,PR14,,PR03,,,
P0513,S0001,2017-01-24,0.0,0.0,20.0,27.9,PR14,,PR03,,,
P0514,S0001,2017-01-24,0.0,0.0,2.0,8.9,PR14,,PR03,,,
P0520,S0001,2017-01-24,0.0,0.0,1.0,2.95,PR14,,PR03,,,
P0521,S0001,2017-01-24,0.0,0.0,29.0,12.0,PR14,,PR03,,,
P0524,S0001,2017-01-24,0.0,0.0,12.0,9.95,PR14,,PR03,,,
P0527,S0001,2017-01-24,0.0,0.0,18.0,1.95,PR14,,PR03,,,
P0533,S0001,2017-01-24,0.0,0.0,10.0,6.95,PR14,,PR03,,,
P0534,S0001,2017-01-24,0.0,0.0,3.0,2.0,PR14,,PR03,,,
P0536,S0001,2017-01-24,0.0,0.0,13.0,2.95,PR14,,PR03,,,
P0543,S0001,2017-01-24,0.0,0.0,21.0,2.5,PR14,,PR03,,,
P0551,S0001,2017-01-24,0.0,0.0,29.0,1.85,PR14,,PR03,,,
P0556,S0001,2017-01-24,0.0,0.0,2.0,12.5,PR14,,PR03,,,
P0569,S0001,2017-01-24,1.0,2.36,47.0,2.55,PR14,,PR03,,,
P0571,S0001,2017-01-24,0.0,0.0,17.0,36.9,PR14,,PR03,,,
P0572,S0001,2017-01-24,0.0,0.0,20.0,1.0,PR14,,PR03,,,
P0574,S0001,2017-01-24,4.0,6.11,22.0,1.65,PR14,,PR03,,,
P0582,S0001,2017-01-24,0.0,0.0,15.0,9.45,PR14,,PR03,,,
P0584,S0001,2017-01-24,0.0,0.0,9.0,11.45,PR14,,PR03,,,
P0585,S0001,2017-01-24,0.0,0.0,3.0,10.95,PR14,,PR03,,,
P0587,S0001,2017-01-24,0.0,0.0,18.0,3.99,PR14,,PR03,,,
P0590,S0001,2017-01-24,6.0,2.78,42.0,0.5,PR14,,PR03,,,
P0591,S0001,2017-01-24,0.0,0.0,6.0,7.45,PR14,,PR03,,,
P0602,S0001,2017-01-24,0.0,0.0,6.0,9.9,PR14,,PR03,,,
P0608,S0001,2017-01-24,0.0,0.0,12.0,9.9,PR14,,PR03,,,
P0609,S0001,2017-01-24,0.0,0.0,10.0,1.25,PR10,verylow,PR03,,,
P0611,S0001,2017-01-24,0.0,0.0,2.0,12.0,PR14,,PR03,,,
P0613,S0001,2017-01-24,0.0,0.0,9.0,6.45,PR14,,PR03,,,
P0614,S0001,2017-01-24,0.0,0.0,5.0,15.9,PR03,verylow,PR03,,,
P0635,S0001,2017-01-24,0.0,0.0,12.0,4.75,PR14,,PR03,,,
P0637,S0001,2017-01-24,0.0,0.0,5.0,27.95,PR14,,PR03,,,
P0639,S0001,2017-01-24,0.0,0.0,7.0,5.45,PR14,,PR03,,,
P0640,S0001,2017-01-24,0.0,0.0,4.0,24.95,PR14,,PR03,,,
P0642,S0001,2017-01-24,0.0,0.0,7.0,2.5,PR14,,PR03,,,
P0649,S0001,2017-01-24,0.0,0.0,7.0,1.95,PR14,,PR03,,,
P0651,S0001,2017-01-24,0.0,0.0,6.0,15.5,PR14,,PR03,,,
P0652,S0001,2017-01-24,0.0,0.0,8.0,3.75,PR14,,PR03,,,
P0654,S0001,2017-01-24,0.0,0.0,8.0,9.95,PR14,,PR03,,,
P0655,S0001,2017-01-24,0.0,0.0,1.0,59.9,PR14,,PR03,,,
P0657,S0001,2017-01-24,0.0,0.0,15.0,7.75,PR14,,PR03,,,
P0658,S0001,2017-01-24,0.0,0.0,1.0,24.5,PR14,,PR03,,,
P0660,S0001,2017-01-24,0.0,0.0,5.0,4.95,PR14,,PR03,,,
P0662,S0001,2017-01-24,0.0,0.0,24.0,16.9,PR14,,PR03,,,
P0663,S0001,2017-01-24,0.0,0.0,18.0,3.25,PR03,verylow,PR03,,,
P0664,S0001,2017-01-24,0.0,0.0,30.0,1.25,PR14,,PR03,,,
P0665,S0001,2017-01-24,0.0,0.0,5.0,10.75,PR14,,PR03,,,
P0671,S0001,2017-01-24,0.0,0.0,6.0,3.25,PR10,high,PR03,,,
P0673,S0001,2017-01-24,0.0,0.0,31.0,8.95,PR14,,PR03,,,
P0679,S0001,2017-01-24,0.0,0.0,6.0,37.9,PR14,,PR03,,,
P0681,S0001,2017-01-24,0.0,0.0,6.0,9.9,PR12,verylow,PR03,,,
P0689,S0001,2017-01-24,0.0,0.0,14.0,28.9,PR14,,PR03,,,
P0690,S0001,2017-01-24,0.0,0.0,5.0,13.9,PR14,,PR03,,,
P0691,S0001,2017-01-24,0.0,0.0,2.0,3.0,PR14,,PR03,,,
P0694,S0001,2017-01-24,2.0,6.67,4.0,5.99,PR10,high,PR03,,,
P0695,S0001,2017-01-24,0.0,0.0,13.0,4.85,PR14,,PR03,,,
P0699,S0001,2017-01-24,0.0,0.0,2.0,9.0,PR14,,PR03,,,
P0703,S0001,2017-01-24,0.0,0.0,6.0,49.9,PR14,,PR03,,,
P0704,S0001,2017-01-24,1.0,1.94,15.0,2.1,PR14,,PR03,,,
P0705,S0001,2017-01-24,1.0,6.31,10.0,14.9,PR09,high,PR03,,,
P0707,S0001,2017-01-24,0.0,0.0,2.0,8.85,PR14,,PR03,,,
P0712,S0001,2017-01-24,0.0,0.0,14.0,21.5,PR14,,PR03,,,
P0718,S0001,2017-01-24,2.0,24.07,7.0,13.0,PR14,,PR03,,,
P0726,S0001,2017-01-24,1.0,0.93,22.0,1.0,PR14,,PR03,,,
P0732,S0001,2017-01-24,0.0,0.0,5.0,7.25,PR14,,PR03,,,
P0737,S0001,2017-01-24,0.0,0.0,12.0,9.95,PR14,,PR03,,,
P0747,S0001,2017-01-24,0.0,0.0,5.0,11.95,PR14,,PR03,,,
P0005,S0001,2017-01-25,0.0,0.0,7.0,33.9,PR14,,PR03,,,
P0011,S0001,2017-01-25,0.0,0.0,10.0,49.9,PR14,,PR03,,,
P0015,S0001,2017-01-25,0.0,0.0,11.0,2.6,PR14,,PR03,,,
P0017,S0001,2017-01-25,0.0,0.0,45.0,1.45,PR14,,PR03,,,
P0018,S0001,2017-01-25,0.0,0.0,53.0,1.75,PR09,low,PR03,,,
P0024,S0001,2017-01-25,0.0,0.0,19.0,1.95,PR14,,PR03,,,
P0035,S0001,2017-01-25,0.0,0.0,9.0,2.95,PR14,,PR03,,,
P0046,S0001,2017-01-25,0.0,0.0,4.0,34.5,PR14,,PR03,,,
P0051,S0001,2017-01-25,0.0,0.0,53.0,0.7,PR14,,PR03,,,
P0055,S0001,2017-01-25,1.0,3.24,24.0,3.5,PR14,,PR03,,,
P0057,S0001,2017-01-25,0.0,0.0,11.0,12.9,PR10,low,PR03,,,
P0060,S0001,2017-01-25,0.0,0.0,9.0,15.9,PR14,,PR03,,,
P0062,S0001,2017-01-25,0.0,0.0,6.0,19.9,PR03,verylow,PR03,,,
P0066,S0001,2017-01-25,0.0,0.0,43.0,2.9,PR14,,PR03,,,
P0067,S0001,2017-01-25,1.0,13.47,2.0,15.9,PR14,,PR03,,,
P0070,S0001,2017-01-25,0.0,0.0,5.0,6.25,PR14,,PR03,,,
P0071,S0001,2017-01-25,0.0,0.0,3.0,9.45,PR14,,PR03,,,
P0072,S0001,2017-01-25,0.0,0.0,13.0,3.9,PR14,,PR03,,,
P0079,S0001,2017-01-25,0.0,0.0,53.0,2.25,PR14,,PR03,,,
P0080,S0001,2017-01-25,0.0,0.0,10.0,7.9,PR14,,PR03,,,
P0083,S0001,2017-01-25,0.0,0.0,6.0,7.45,PR14,,PR03,,,
P0089,S0001,2017-01-25,0.0,0.0,2.0,5.99,PR14,,PR03,,,
P0092,S0001,2017-01-25,0.0,0.0,22.0,1.65,PR14,,PR03,,,
P0099,S0001,2017-01-25,0.0,0.0,19.0,10.9,PR14,,PR03,,,
P0103,S0001,2017-01-25,6.0,14.72,33.0,2.65,PR14,,PR03,,,
P0109,S0001,2017-01-25,0.0,0.0,14.0,8.95,PR14,,PR03,,,
P0110,S0001,2017-01-25,0.0,0.0,19.0,2.95,PR14,,PR03,,,
P0114,S0001,2017-01-25,0.0,0.0,32.0,0.45,PR14,,PR03,,,
P0116,S0001,2017-01-25,1.0,0.6,44.0,0.85,PR10,low,PR03,,,
P0125,S0001,2017-01-25,0.0,0.0,30.0,2.95,PR14,,PR03,,,
P0129,S0001,2017-01-25,0.0,0.0,10.0,28.25,PR14,,PR03,,,
P0131,S0001,2017-01-25,0.0,0.0,24.0,2.25,PR14,,PR03,,,
P0132,S0001,2017-01-25,0.0,0.0,1.0,5.99,PR07,verylow,PR03,,,
P0137,S0001,2017-01-25,0.0,0.0,8.0,23.9,PR14,,PR03,,,
P0140,S0001,2017-01-25,0.0,0.0,3.0,5.5,PR14,,PR03,,,
P0144,S0001,2017-01-25,0.0,0.0,4.0,4.95,PR14,,PR03,,,
P0147,S0001,2017-01-25,2.0,6.76,9.0,3.99,PR14,,PR03,,,
P0148,S0001,2017-01-25,0.0,0.0,3.0,5.75,PR14,,PR03,,,
P0150,S0001,2017-01-25,0.0,0.0,6.0,12.99,PR14,,PR03,,,
P0160,S0001,2017-01-25,0.0,0.0,8.0,2.5,PR14,,PR03,,,
P0162,S0001,2017-01-25,0.0,0.0,9.0,4.5,PR14,,PR03,,,
P0164,S0001,2017-01-25,0.0,0.0,7.0,24.9,PR14,,PR03,,,
P0165,S0001,2017-01-25,1.0,1.3,21.0,1.4,PR14,,PR03,,,
P0169,S0001,2017-01-25,0.0,0.0,4.0,4.99,PR14,,PR03,,,
P0171,S0001,2017-01-25,0.0,0.0,7.0,11.9,PR14,,PR03,,,
P0175,S0001,2017-01-25,0.0,0.0,2.0,5.5,PR14,,PR03,,,
P0177,S0001,2017-01-25,0.0,0.0,10.0,10.9,PR14,,PR03,,,
P0183,S0001,2017-01-25,0.0,0.0,10.0,6.25,PR14,,PR03,,,
P0184,S0001,2017-01-25,0.0,0.0,11.0,49.9,PR14,,PR03,,,
P0185,S0001,2017-01-25,1.0,0.75,1.0,0.75,PR14,,PR03,,,
P0187,S0001,2017-01-25,0.0,0.0,22.0,21.0,PR14,,PR03,,,
P0195,S0001,2017-01-25,0.0,0.0,3.0,5.75,PR14,,PR03,,,
P0196,S0001,2017-01-25,0.0,0.0,50.0,7.9,PR14,,PR03,,,
P0197,S0001,2017-01-25,0.0,0.0,33.0,3.5,PR14,,PR03,,,
P0201,S0001,2017-01-25,0.0,0.0,7.0,14.9,PR14,,PR03,,,
P0204,S0001,2017-01-25,0.0,0.0,63.0,5.9,PR10,verylow,PR03,,,
P0205,S0001,2017-01-25,0.0,0.0,9.0,13.9,PR05,moderate,PR03,,,
P0211,S0001,2017-01-25,0.0,0.0,2.0,8.95,PR14,,PR03,,,
P0212,S0001,2017-01-25,0.0,0.0,2.0,9.95,PR14,,PR03,,,
P0213,S0001,2017-01-25,0.0,0.0,63.0,18.9,PR14,,PR03,,,
P0218,S0001,2017-01-25,0.0,0.0,6.0,59.9,PR14,,PR03,,,
P0219,S0001,2017-01-25,2.0,13.43,1.0,7.25,PR14,,PR03,,,
P0220,S0001,2017-01-25,0.0,0.0,22.0,1.75,PR14,,PR03,,,
P0223,S0001,2017-01-25,0.0,0.0,4.0,7.5,PR05,verylow,PR03,,,
P0225,S0001,2017-01-25,0.0,0.0,5.0,2.25,PR14,,PR03,,,
P0226,S0001,2017-01-25,0.0,0.0,12.0,1.5,PR14,,PR03,,,
P0227,S0001,2017-01-25,0.0,0.0,2.0,8.0,PR14,,PR03,,,
P0229,S0001,2017-01-25,0.0,0.0,6.0,6.85,PR14,,PR03,,,
P0237,S0001,2017-01-25,0.0,0.0,33.0,59.9,PR14,,PR03,,,
P0241,S0001,2017-01-25,0.0,0.0,4.0,12.95,PR14,,PR03,,,
P0249,S0001,2017-01-25,0.0,0.0,1.0,1.9,PR14,,PR03,,,
P0252,S0001,2017-01-25,0.0,0.0,11.0,15.9,PR14,,PR03,,,
P0258,S0001,2017-01-25,0.0,0.0,7.0,6.5,PR14,,PR03,,,
P0260,S0001,2017-01-25,0.0,0.0,13.0,17.4,PR14,,PR03,,,
P0261,S0001,2017-01-25,0.0,0.0,48.0,4.75,PR14,,PR03,,,
P0263,S0001,2017-01-25,0.0,0.0,10.0,16.95,PR14,,PR03,,,
P0264,S0001,2017-01-25,0.0,0.0,11.0,8.9,PR14,,PR03,,,
P0267,S0001,2017-01-25,0.0,0.0,17.0,4.0,PR14,,PR03,,,
P0275,S0001,2017-01-25,0.0,0.0,66.0,2.45,PR14,,PR03,,,
P0280,S0001,2017-01-25,0.0,0.0,19.0,5.99,PR14,,PR03,,,
P0282,S0001,2017-01-25,4.0,4.24,1.0,1.9,PR06,high,PR03,,,
P0283,S0001,2017-01-25,0.0,0.0,6.0,21.5,PR14,,PR03,,,
P0286,S0001,2017-01-25,0.0,0.0,18.0,1.0,PR14,,PR03,,,
P0287,S0001,2017-01-25,0.0,0.0,3.0,7.95,PR14,,PR03,,,
P0296,S0001,2017-01-25,0.0,0.0,24.0,0.75,PR14,,PR03,,,
P0297,S0001,2017-01-25,0.0,0.0,5.0,14.95,PR14,,PR03,,,
P0311,S0001,2017-01-25,2.0,2.0,2.0,1.0,PR14,,PR03,,,
P0312,S0001,2017-01-25,0.0,0.0,16.0,12.9,PR14,,PR03,,,
P0321,S0001,2017-01-25,0.0,0.0,6.0,9.9,PR05,moderate,PR03,,,
P0325,S0001,2017-01-25,2.0,15.65,49.0,8.45,PR14,,PR03,,,
P0327,S0001,2017-01-25,0.0,0.0,12.0,2.95,PR14,,PR03,,,
P0328,S0001,2017-01-25,0.0,0.0,1.0,12.0,PR14,,PR03,,,
P0332,S0001,2017-01-25,0.0,0.0,9.0,37.9,PR14,,PR03,,,
P0333,S0001,2017-01-25,1.0,1.71,8.0,1.85,PR14,,PR03,,,
P0336,S0001,2017-01-25,0.0,0.0,3.0,20.9,PR14,,PR03,,,
P0340,S0001,2017-01-25,0.0,0.0,1.0,34.9,PR14,,PR03,,,
P0341,S0001,2017-01-25,0.0,0.0,24.0,34.95,PR09,high,PR03,,,
P0345,S0001,2017-01-25,0.0,0.0,13.0,3.15,PR14,,PR03,,,
P0348,S0001,2017-01-25,0.0,0.0,20.0,2.1,PR14,,PR03,,,
P0351,S0001,2017-01-25,0.0,0.0,12.0,53.9,PR14,,PR03,,,
P0356,S0001,2017-01-25,0.0,0.0,19.0,2.5,PR14,,PR03,,,
P0361,S0001,2017-01-25,0.0,0.0,2.0,9.95,PR14,,PR03,,,
P0364,S0001,2017-01-25,0.0,0.0,29.0,1.0,PR14,,PR03,,,
P0369,S0001,2017-01-25,0.0,0.0,4.0,19.95,PR14,,PR03,,,
P0370,S0001,2017-01-25,0.0,0.0,13.0,4.75,PR14,,PR03,,,
P0372,S0001,2017-01-25,0.0,0.0,46.0,2.9,PR14,,PR03,,,
P0376,S0001,2017-01-25,0.0,0.0,13.0,4.5,PR14,,PR03,,,
P0377,S0001,2017-01-25,0.0,0.0,2.0,9.0,PR14,,PR03,,,
P0382,S0001,2017-01-25,0.0,0.0,5.0,18.95,PR14,,PR03,,,
P0389,S0001,2017-01-25,0.0,0.0,8.0,8.65,PR14,,PR03,,,
P0390,S0001,2017-01-25,0.0,0.0,3.0,11.9,PR14,,PR03,,,
P0399,S0001,2017-01-25,0.0,0.0,12.0,4.5,PR14,,PR03,,,
P0400,S0001,2017-01-25,1.0,7.5,5.0,7.5,PR14,,PR03,,,
P0402,S0001,2017-01-25,0.0,0.0,4.0,7.75,PR14,,PR03,,,
P0406,S0001,2017-01-25,0.0,0.0,24.0,9.95,PR14,,PR03,,,
P0408,S0001,2017-01-25,0.0,0.0,6.0,29.9,PR14,,PR03,,,
P0412,S0001,2017-01-25,0.0,0.0,7.0,6.95,PR14,,PR03,,,
P0413,S0001,2017-01-25,0.0,0.0,0.035,2.79,PR14,,PR03,,,
P0415,S0001,2017-01-25,0.0,0.0,4.0,6.25,PR14,,PR03,,,
P0417,S0001,2017-01-25,0.0,0.0,18.0,6.9,PR14,,PR03,,,
P0420,S0001,2017-01-25,0.0,0.0,266.0,0.6,PR10,verylow,PR03,,,
P0425,S0001,2017-01-25,3.0,11.44,14.0,4.5,PR14,,PR03,,,
P0427,S0001,2017-01-25,0.0,0.0,26.0,2.19,PR14,,PR03,,,
P0435,S0001,2017-01-25,0.0,0.0,3.0,25.5,PR14,,PR03,,,
P0436,S0001,2017-01-25,1.0,2.78,43.0,3.0,PR14,,PR03,,,
P0437,S0001,2017-01-25,0.0,0.0,11.0,10.9,PR14,,PR03,,,
P0438,S0001,2017-01-25,25.0,5.79,42.0,0.25,PR14,,PR03,,,
P0448,S0001,2017-01-25,0.0,0.0,13.0,3.45,PR14,,PR03,,,
P0453,S0001,2017-01-25,0.0,0.0,61.0,5.25,PR14,,PR03,,,
P0454,S0001,2017-01-25,0.0,0.0,10.0,2.1,PR14,,PR03,,,
P0456,S0001,2017-01-25,0.0,0.0,5.0,31.9,PR14,,PR03,,,
P0458,S0001,2017-01-25,0.0,0.0,118.0,4.25,PR05,moderate,PR03,,,
P0459,S0001,2017-01-25,0.0,0.0,43.0,3.15,PR14,,PR03,,,
P0466,S0001,2017-01-25,0.0,0.0,6.0,6.95,PR14,,PR03,,,
P0470,S0001,2017-01-25,0.0,0.0,6.0,17.9,PR14,,PR03,,,
P0473,S0001,2017-01-25,0.0,0.0,4.0,29.9,PR05,verylow,PR03,,,
P0481,S0001,2017-01-25,0.0,0.0,7.0,5.9,PR14,,PR03,,,
P0483,S0001,2017-01-25,0.0,0.0,1.0,10.0,PR14,,PR03,,,
P0485,S0001,2017-01-25,0.0,0.0,10.0,8.9,PR14,,PR03,,,
P0490,S0001,2017-01-25,0.0,0.0,6.0,52.9,PR05,low,PR03,,,
P0491,S0001,2017-01-25,0.0,0.0,5.0,24.5,PR14,,PR03,,,
P0499,S0001,2017-01-25,3.0,2.08,48.0,0.75,PR14,,PR03,,,
P0500,S0001,2017-01-25,0.0,0.0,88.0,5.95,PR10,moderate,PR03,,,
P0504,S0001,2017-01-25,0.0,0.0,6.0,14.9,PR14,,PR03,,,
P0506,S0001,2017-01-25,0.0,0.0,10.0,6.5,PR14,,PR03,,,
P0510,S0001,2017-01-25,0.0,0.0,12.0,20.5,PR14,,PR03,,,
P0511,S0001,2017-01-25,0.0,0.0,9.0,31.25,PR14,,PR03,,,
P0513,S0001,2017-01-25,0.0,0.0,20.0,27.9,PR14,,PR03,,,
P0514,S0001,2017-01-25,0.0,0.0,2.0,8.9,PR14,,PR03,,,
P0520,S0001,2017-01-25,0.0,0.0,1.0,2.95,PR14,,PR03,,,
P0521,S0001,2017-01-25,0.0,0.0,29.0,12.0,PR14,,PR03,,,
P0524,S0001,2017-01-25,0.0,0.0,12.0,9.95,PR14,,PR03,,,
P0527,S0001,2017-01-25,0.0,0.0,18.0,1.95,PR14,,PR03,,,
P0533,S0001,2017-01-25,0.0,0.0,10.0,6.95,PR14,,PR03,,,
P0534,S0001,2017-01-25,0.0,0.0,3.0,2.0,PR14,,PR03,,,
P0536,S0001,2017-01-25,0.0,0.0,13.0,2.95,PR14,,PR03,,,
P0543,S0001,2017-01-25,0.0,0.0,21.0,2.5,PR14,,PR03,,,
P0551,S0001,2017-01-25,0.0,0.0,29.0,1.85,PR14,,PR03,,,
P0556,S0001,2017-01-25,0.0,0.0,2.0,12.5,PR14,,PR03,,,
P0569,S0001,2017-01-25,3.0,7.08,44.0,2.55,PR14,,PR03,,,
P0571,S0001,2017-01-25,0.0,0.0,17.0,36.9,PR14,,PR03,,,
P0572,S0001,2017-01-25,0.0,0.0,20.0,1.0,PR14,,PR03,,,
P0574,S0001,2017-01-25,1.0,1.53,21.0,1.65,PR14,,PR03,,,
P0582,S0001,2017-01-25,0.0,0.0,15.0,9.45,PR14,,PR03,,,
P0584,S0001,2017-01-25,1.0,9.7,8.0,11.45,PR14,,PR03,,,
P0585,S0001,2017-01-25,0.0,0.0,3.0,10.95,PR14,,PR03,,,
P0587,S0001,2017-01-25,0.0,0.0,18.0,3.99,PR14,,PR03,,,
P0590,S0001,2017-01-25,0.0,0.0,42.0,0.5,PR14,,PR03,,,
P0591,S0001,2017-01-25,0.0,0.0,6.0,7.45,PR14,,PR03,,,
P0602,S0001,2017-01-25,0.0,0.0,6.0,9.9,PR14,,PR03,,,
P0608,S0001,2017-01-25,1.0,8.39,11.0,9.9,PR14,,PR03,,,
P0609,S0001,2017-01-25,0.0,0.0,10.0,1.25,PR10,verylow,PR03,,,
P0611,S0001,2017-01-25,0.0,0.0,2.0,12.0,PR14,,PR03,,,
P0613,S0001,2017-01-25,1.0,5.97,8.0,6.45,PR14,,PR03,,,
P0614,S0001,2017-01-25,0.0,0.0,5.0,15.9,PR03,verylow,PR03,,,
P0635,S0001,2017-01-25,0.0,0.0,12.0,4.75,PR14,,PR03,,,
P0637,S0001,2017-01-25,0.0,0.0,5.0,27.95,PR14,,PR03,,,
P0639,S0001,2017-01-25,0.0,0.0,7.0,5.45,PR14,,PR03,,,
P0640,S0001,2017-01-25,0.0,0.0,4.0,24.95,PR14,,PR03,,,
P0642,S0001,2017-01-25,0.0,0.0,7.0,2.5,PR14,,PR03,,,
P0649,S0001,2017-01-25,0.0,0.0,7.0,1.95,PR14,,PR03,,,
